"Supplier ID","Contract","Supplier ID","Spend ","Supplier Name","Country","Region","Category","Sub-Category","Commodity Code","Risk Category","Risk Impact Category","Risk Probability Category","Risk Zone","Risk Impact Score","Risk Probability Score","Risk Score","Payment term","Contract Value ","Contract Type","Contract Terms","Contract currency ","Start Date","Expiry Date ","Duriation in Years","Status"
"2023386","Contract_A3262","2023386","  1,099,280.40 ","CONTINGENT NETWORK SERVICES (CONTINGENT NETWORK SERVICES ( 2023386 ))","US","North America","BUSINESS SERVICES","Information Systems","LocalAreaNtwrk LAN (IBSIS4003)","LowLow","Low","Low","Low","2.23","2.41","5.3743","45","  5,000,000.00 ","Standard Master Agreement","","USD","27-Mar-2008","27-Mar-2013","6","Closed"
"2031465","Contract_A3263","2031465","  725,311.49 ","ASSIT CONS EM GESTAO EMPR LTDA ASSIT CONS EM GESTAO EMPR LTDA (ASSIT CONS EM GESTAO EMPR LTDA ASSIT CONS EM GESTAO EMPR LTDA ( 2031465 ))","Brazil","North America","BUSINESS SERVICES","Information Systems","App Project Work (IBSIS1001)","HighLow","High","Low","Medium","4.18","2.72","11.3696","45","  1,000,000.00 ","Standard Master Agreement for Indirect","","USD","21-Sep-2010","21-Sep-2017","8","Closed"
"2028171","Contract_A3264","2028171","  427,462.28 ","AS SERVICIOS DE TECNOLOGIA S DE RL DE CV (AS SERVICIOS DE TECNOLOGIA S DE RL DE CV ( 2028171 ))","Mexico","North America","BUSINESS SERVICES","Information Systems","LocalAreaNtwrk LAN (IBSIS4003)","HighLow","High","Low","Medium","4.81","2","9.62","90","  500,000.00 ","Standard Master Agreement for Direct","","USD","18-Mar-2009","18-Mar-2013","5","Closed-Archived"
"293873","Contract_A3265","293873","  1,131,498.26 ","ADCORP BLU A DIVISION OF ADCORP WORKFORCE SOLUTIONS PTY LTD (ADCORP BLU A DIVISION OF ADCORP WORKFORCE SOLUTIONS PTY LTD ( 293873 ))","South Africa","MEA","BUSINESS SERVICES","BUSINESS SERVICES","InterimSeasonalLabor (IBSCC3001)","LowHigh","Low","High","Medium","1.32","3.35","4.422","45","  5,000,000.00 ","Standard Master Agreement for Indirect","","USD","17-Dec-2013","30-Sep-2015","2","Executed Agreement"
"547485","Contract_A3266","547485","  38,590.10 ","TC CAR SOLUTIONS (THAILAND) CO., LT (TC CAR SOLUTIONS (THAILAND) CO., LT ( 547485 ))","Thailand","Southern East Asia","BUSINESS SERVICES","BUSINESS SERVICES","Perk Cars (IBSPC1001)","LowLow","Low","Low","Low","2.86","1.11","3.1746","90","  50,000.00 ","Standard Master Agreement","","USD","01-Jan-2017","31-Dec-2018","2","Closed-Archived"
"2959565","Contract_A3267","2959565","  14,751.90 ","FASTLINECAR SA (FASTLINECAR SA ( 2959565 ))","Ecuador","South America","LOGISTICS AND MANUFACTURING","Facility Management","Mail & Delivery (ILMFS1701)","LowHigh","Low","High","Medium","1.31","4.28","5.6068","75","  30,000.00 ","Standard Master Agreement for Indirect","","USD","30-Jan-2013","30-Jan-2015","2","Executed Agreement"
"502357","Contract_A3268","502357","  24,575.03 ","TYCO FIRE, SECURITY & SERVICES PTE (TYCO FIRE, SECURITY & SERVICES PTE ( 502357 ))","Singapore","Southern East Asia","LOGISTICS AND MANUFACTURING","Facility Management","Security Equip & Mat (ILMFS1101)","LowHigh","Low","High","Medium","2.77","4.44","12.2988","90","  30,000.00 ","Standard Master Agreement for Indirect","","USD","26-Jan-2012","26-Jun-2013","2","Executed Agreement"
"198172","Contract_A3269","198172","  15,482.43 ","DE MARKT FIETST VZW (DE MARKT FIETST VZW ( 198172 ))","Belgium","Western Europe","LOGISTICS AND MANUFACTURING","Facility Management","Coffee/Bever/Amenity (ILMFS0201)","LowHigh","Low","High","Medium","2.67","4.72","12.6024","60","  30,000.00 ","Standard Master Agreement for Indirect","","USD","10-Jun-2014","06-Oct-2015","2","Terminated"
"274617","Contract_A327","274617","  375,669.52 ","GARP INTEGRATED S.R.O. (GARP INTEGRATED S.R.O. ( 274617 ))","Cezch Republic","Central Europe","MARKETING AND SALES","MARKETING AND SALES","POS/PrntDsgnAgncyFee (ISMMS0207)","HighHigh","High","High","High","3.89","4.86","18.9054","90","  500,000.00 ","Standard Master Agreement for Indirect","","USD","01-Mar-2017","01-Mar-2022","6","Executed Agreement"
"504413","Contract_A3270","504413","  3,242.98 ","è‰¾è‰¾ç²¾å¯†å·¥ä¸šè¾“é€ç³»ç»Ÿ(ä¸Šæµ·)è‚¡ä»½æœ‰é™å…¬å¸ (è‰¾è‰¾ç²¾å¯†å·¥ä¸šè¾“é€ç³»ç»Ÿ(ä¸Šæµ·)è‚¡ä»½æœ‰é™å…¬å¸ ( 504413 ))","China","Southern East Asia","LOGISTICS AND MANUFACTURING","Facility Management","Elec&Powr Supply M&R (ILMFS0807)","LowLow","Low","Low","Low","2.83","2.17","6.1411","30","  10,000.00 ","Standard Master Agreement for Indirect","","USD","03-Jan-2017","30-Mar-2018","2","Executed Agreement"
"209270","Contract_A3271","209270","  60,919.63 ","SARL CHATEAU DE GOULAINE (SARL CHATEAU DE GOULAINE ( 209270 ))","France","Western Europe","LOGISTICS AND MANUFACTURING","Facility Management","Lease: Office Bldg (ILMFS1402)","LowLow","Low","Low","Low","1.13","1.03","1.1639","45","  100,000.00 ","Standard Master Agreement for Indirect","","USD","06-May-2008","30-Apr-2017","9","Executed Agreement"
"294241","Contract_A3272","294241","  79,716.32 ","DEKOM AG (DEKOM AG ( 294241 ))","Germany","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Electricity Mgmt (ILMFS1501)","LowHigh","Low","High","Medium","1.52","3.56","5.4112","60","  100,000.00 ","Standard Master Agreement for Indirect","","USD","21-Mar-2010","31-Dec-2020","11","Terminated"
"503889","Contract_A3273","503889","  8,203.02 ","ä¸­å›½é‚®æ”¿é€Ÿé€’ç‰©æµè‚¡ä»½æœ‰é™å…¬å¸å¹¿å·žå¸‚åˆ†å…¬å¸ (ä¸­å›½é‚®æ”¿é€Ÿé€’ç‰©æµè‚¡ä»½æœ‰é™å…¬å¸å¹¿å·žå¸‚åˆ†å…¬å¸ ( 503889 ))","China","Southern East Asia","LOGISTICS AND MANUFACTURING","Facility Management","Mail & Delivery (ILMFS1701)","LowHigh","Low","High","Medium","2.62","4.97","13.0214","60","  150,000.00 ","Standard Master Agreement for Indirect","","USD","23-Feb-2009","31-Dec-2015","7","On Hold"
"199014","Contract_A3274","199014","  26,584.12 ","VAN LAER LEO BVBA (VAN LAER LEO BVBA ( 199014 ))","Belgium","Western Europe","LOGISTICS AND MANUFACTURING","Facility Management","Building Repair/Svc (ILMFS0803)","LowHigh","Low","High","Medium","2.35","4.78","11.233","90","  50,000.00 ","Standard Master Agreement","","USD","27-Sep-2008","27-Sep-2009","1","Closed"
"542330","Contract_A3275","542330","  26,894.10 ","ANDREW MCLEOD FIRE PROTECTION PTY L (ANDREW MCLEOD FIRE PROTECTION PTY L ( 542330 ))","Australia","ANZ/Japan","LOGISTICS AND MANUFACTURING","Facility Management","Fire Protect Sys M&R (ILMFS0808)","HighLow","High","Low","Medium","4.99","2.89","14.4211","90","  50,000.00 ","Standard Master Agreement for Indirect","","USD","03-May-2005","03-May-2015","11","Terminated"
"295185","Contract_A3276","295185","  1,118.74 ","OOO MEZHREGIONALNAYA SPASATELNAYA K OMPANIYA (OOO MEZHREGIONALNAYA SPASATELNAYA K OMPANIYA ( 295185 ))","Russia","Eastern Europe","LOGISTICS AND MANUFACTURING","Facility Management","Security Services (ILMFS1102)","HighLow","High","Low","Medium","4.82","2.31","11.1342","12","  10,000.00 ","Standard Master Agreement for Indirect","","USD","19-Feb-2013","31-Dec-2017","5","Executed Agreement"
"2959393","Contract_A3277","2959393","  19,594.59 ","SALUBRIDAD SANEAMIENTO AMBIENTAL Y SERVICIOS SAC (SALUBRIDAD SANEAMIENTO AMBIENTAL Y SERVICIOS SAC ( 2959393 ))","Peru","South America","LOGISTICS AND MANUFACTURING","Facility Management","Cleaning-IndoorPlant (ILMFS0104)","HighLow","High","Low","Medium","3.33","1.84","6.1272","120","  30,000.00 ","Standard Master Agreement for Indirect","","USD","01-Jan-2002","11-Nov-2016","15","Closed-Archived"
"287820","Contract_A3278","287820","  40,160.85 ","GRUAS ROXU S A (GRUAS ROXU S A ( 287820 ))","Spain","Western Europe","LOGISTICS AND MANUFACTURING","Facility Management","FacltyTechInspection (ILMFS0805)","HighLow","High","Low","Medium","3.93","2.55","10.0215","90","  50,000.00 ","Standard Master Agreement for Indirect","","USD","01-Apr-2014","31-Dec-2017","4","Executed Agreement"
"2044034","Contract_A3279","2044034","  16,238.00 ","WB TECNOLOGIA COMERCIO E INSTALACOES EIRELI EPP (WB TECNOLOGIA COMERCIO E INSTALACOES EIRELI EPP ( 2044034 ))","Brazil","North America","LOGISTICS AND MANUFACTURING","Facility Management","Fire Protect Sys M&R (ILMFS0808)","LowHigh","Low","High","Medium","2.51","4.59","11.5209","90","  30,000.00 ","Standard Master Agreement for Indirect","","USD","01-Jun-2010","31-Jan-2013","3","Closed-Archived"
"238311","Contract_A328","238311","  233,729.79 ","PACKSHOT S R O (PACKSHOT S R O ( 238311 ))","Cezch Republic","Central Europe","MARKETING AND SALES","MARKETING AND SALES","POS/PrntDsgnAgncyFee (ISMMS0207)","HighLow","High","Low","Medium","3.18","2.9","9.222","120","  500,000.00 ","Standard Master Agreement for Direct","","USD","20-Apr-2009","20-Apr-2010","1","Terminated"
"235571","Contract_A3280","235571","  17,530.71 ","KAUNO LIFTAI, UAB (KAUNO LIFTAI, UAB ( 235571 ))","Lithuania","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Building Repair/Svc (ILMFS0803)","LowLow","Low","Low","Low","2.87","2.87","8.2369","45","  30,000.00 ","Standard Master Agreement for Indirect","","USD","10-Jun-2014","01-Mar-2018","4","Executed Agreement"
"287703","Contract_A3281","287703","  30,828.84 ","ATLAS COPCO S.R.O. (ATLAS COPCO S.R.O. ( 287703 ))","Slovakia","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","HVAC Installatn M&R (ILMFS0809)","LowHigh","Low","High","Medium","2.78","4.38","12.1764","45","  50,000.00 ","Standard Master Agreement","","USD","01-Nov-2017","31-Oct-2018","1","Closed"
"283434","Contract_A3282","283434","  13,718.53 ","BFM D. O.O. ZA UPRAVLJANJE ZGRADAMA I POSTROJENJIMA (BFM D. O.O. ZA UPRAVLJANJE ZGRADAMA I POSTROJENJIMA ( 283434 ))","Croatia","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Lease: Parking (ILMFS1404)","LowLow","Low","Low","Low","2.29","1.09","2.4961","45","  150,000.00 ","Standard Master Agreement for Indirect","","USD","28-Jul-2006","28-Jul-2016","11","Terminated"
"225431","Contract_A3283","225431","  44,332.33 ","BTC GROUP (BTC GROUP ( 225431 ))","UK","Northern Europe","LOGISTICS AND MANUFACTURING","Facility Management","Uniform Wash/Repair (ILMFS0703)","LowHigh","Low","High","Medium","1.26","4.62","5.8212","60","  50,000.00 ","Standard Master Agreement for Indirect","","USD","11-Jan-2016","31-Dec-2016","1","Executed Agreement"
"519655","Contract_A3284","519655","  24,724.77 ","A&L FRESH FRUITS SUPPLIERS (A&L FRESH FRUITS SUPPLIERS ( 519655 ))","Singapore","Southern East Asia","LOGISTICS AND MANUFACTURING","Facility Management","Catering/Empl Conven (ILMFS0207)","LowHigh","Low","High","Medium","1.76","3.98","7.0048","90","  30,000.00 ","Standard Master Agreement for Indirect","","USD","01-Apr-2014","31-Dec-2016","3","Executed Agreement"
"502183","Contract_A3285","502183","  29,577.84 ","DHL EXPRESS (SINGAPORE) PTE LTD (DHL EXPRESS (SINGAPORE) PTE LTD ( 502183 ))","Singapore","Southern East Asia","LOGISTICS AND MANUFACTURING","Facility Management","Mail & Delivery (ILMFS1701)","HighLow","High","Low","Medium","3.47","1.47","5.1009","90","  50,000.00 ","Standard Master Agreement for Indirect","","USD","25-Jan-2012","25-Jan-2013","2","Executed Agreement"
"509638","Contract_A3286","509638","  7,942.81 ","LEE HONG TRADING AGENCY CO. (LEE HONG TRADING AGENCY CO. ( 509638 ))","Malaysia","Southern East Asia","LOGISTICS AND MANUFACTURING","Facility Management","Catering/Empl Conven (ILMFS0207)","LowHigh","Low","High","Medium","1.88","3.72","6.9936","60","  150,000.00 ","Standard Master Agreement for Indirect","","USD","05-Mar-2014","31-Dec-2014","1","Closed"
"108240","Contract_A3287","108240","  36,155.79 ","SCHNEIDER ELECTRIC NV/SA (SCHNEIDER ELECTRIC NV/SA ( 108240 ))","Belgium","Western Europe","LOGISTICS AND MANUFACTURING","Facility Management","Elec&Powr Supply M&R (ILMFS0807)","HighLow","High","Low","Medium","3.61","1.15","4.1515","45","  50,000.00 ","Standard Master Agreement for Indirect","","USD","07-Oct-2009","31-Dec-2013","5","Closed-Archived"
"183311","Contract_A3288","183311","  27,914.85 ","HELI NV (HELI NV ( 183311 ))","Belgium","Western Europe","LOGISTICS AND MANUFACTURING","Facility Management","Lease: Office Bldg (ILMFS1402)","LowLow","Low","Low","Low","1.07","2.88","3.0816","60","  50,000.00 ","Standard Master Agreement for Indirect","","USD","01-Apr-2014","31-Dec-2016","3","Executed Agreement"
"227275","Contract_A3289","227275","  49,337.38 ","GESECO RESIDUOS (GESECO RESIDUOS ( 227275 ))","Spain","Western Europe","LOGISTICS AND MANUFACTURING","Facility Management","Offc Mat Disp Recycl (ILMFS0903)","HighLow","High","Low","Medium","3.28","2.69","8.8232","60","  50,000.00 ","Standard Master Agreement for Indirect","","USD","01-Jul-2007","01-Jul-2009","3","Terminated"
"286017","Contract_A329","286017","  639,398.88 ","PR.KONEKTOR S.R.O. (PR.KONEKTOR S.R.O. ( 286017 ))","Cezch Republic","Central Europe","MARKETING AND SALES","MARKETING AND SALES","Promotion Agncy Fee (ISMMS0506)","HighLow","High","Low","Medium","3.25","1.42","4.615","45","  1,000,000.00 ","Standard Master Agreement for Indirect","","USD","21-Apr-2015","30-Nov-2015","1","Executed Agreement"
"550215","Contract_A3290","550215","  35,736.04 ","LAKE CITY STAINLESS (LAKE CITY STAINLESS ( 550215 ))","Australia","ANZ/Japan","LOGISTICS AND MANUFACTURING","Facility Management","Building Repair/Svc (ILMFS0803)","LowHigh","Low","High","Medium","1.88","4.01","7.5388","60","  50,000.00 ","Standard Master Agreement for Indirect","","USD","01-Jan-2010","31-Dec-2012","3","Executed Agreement"
"2935230","Contract_A3291","2935230","  13,948.83 ","CASA OLIVETTI EQ CONTRA INC LTDA (CASA OLIVETTI EQ CONTRA INC LTDA ( 2935230 ))","Brazil","North America","LOGISTICS AND MANUFACTURING","Facility Management","Fire Protect Sys M&R (ILMFS0808)","HighLow","High","Low","Medium","4.76","1.89","8.9964","45","  150,000.00 ","Standard Master Agreement for Direct","","USD","11-Jan-2008","31-Dec-2012","5","Drafting Agreement"
"149986","Contract_A3292","149986","  34,369.20 ","CARL KLATT Inh. Karl-Heinz Klatt (CARL KLATT Inh. Karl-Heinz Klatt ( 149986 ))","Germany","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Uniform Wash/Repair (ILMFS0703)","LowHigh","Low","High","Medium","1.31","3.77","4.9387","90","  50,000.00 ","Standard Master Agreement","","USD","01-Sep-2016","31-Aug-2019","3","Closed-Archived"
"235523","Contract_A3293","235523","  106,232.45 ","G4S LIETUVA, UAB (G4S LIETUVA, UAB ( 235523 ))","Lithuania","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Security Services (ILMFS1102)","LowLow","Low","Low","Low","2.31","1.56","3.6036","45","  500,000.00 ","Standard Master Agreement","","USD","03-Jul-2009","03-Jun-2011","2","Closed"
"229402","Contract_A3294","229402","  9,117.91 ","COMPASS GROUP POLAND SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA (COMPASS GROUP POLAND SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA ( 229402 ))","Poland","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Catering/Empl Conven (ILMFS0207)","LowLow","Low","Low","Low","1.57","2.26","3.5482","90","  150,000.00 ","Standard Master Agreement for Indirect","","USD","07-May-2010","07-May-2013","4","Executed Agreement"
"277138","Contract_A3295","277138","  12,393.45 ","MESKWORLD CO (MESKWORLD CO ( 277138 ))","Ghana","MEA","LOGISTICS AND MANUFACTURING","Facility Management","Offc Mat Disp Recycl (ILMFS0903)","HighLow","High","Low","Medium","4.38","2.61","11.4318","90","  150,000.00 ","Standard Master Agreement for Indirect","","USD","03-Oct-2008","31-Dec-2010","3","Closed"
"277311","Contract_A3296","277311","  10,573.77 ","ECOSIPP ENTERPRISE (ECOSIPP ENTERPRISE ( 277311 ))","Ghana","MEA","LOGISTICS AND MANUFACTURING","Facility Management","Pest Control Service (ILMFS0103)","HighLow","High","Low","Medium","3.59","1.76","6.3184","90","  150,000.00 ","Standard Master Agreement for Indirect","","USD","01-Jan-2005","01-Jan-2015","11","Closed-Archived"
"257376","Contract_A3297","257376","  26,326.55 ","GREAT BEAR DISTRIBUTION (GREAT BEAR DISTRIBUTION ( 257376 ))","UK","Northern Europe","LOGISTICS AND MANUFACTURING","Facility Management","WIP & FG Disp Recycl (ILMFS0902)","HighLow","High","Low","Medium","3.37","1.73","5.8301","90","  50,000.00 ","Standard Master Agreement for Indirect","","USD","01-Apr-2014","31-Dec-2016","3","Executed Agreement"
"209750","Contract_A3298","209750","  4,784.16 ","PROTEKT GRZEGORZ LASZKIEWICZ (PROTEKT GRZEGORZ LASZKIEWICZ ( 209750 ))","Poland","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Security Services (ILMFS1102)","LowHigh","Low","High","Medium","1.13","4.44","5.0172","45","  10,000.00 ","Standard Master Agreement for Indirect","","USD","13-Mar-2014","05-Feb-2015","1","Executed Agreement"
"2961646","Contract_A3299","2961646","  1,651.80 ","CTRO.DE EST.MEDICINA PRE.CEMP (CTRO.DE EST.MEDICINA PRE.CEMP ( 2961646 ))","Argentina","South America","LOGISTICS AND MANUFACTURING","Facility Management","Medical Svc&Supplies (ILMFS0202)","HighLow","High","Low","Medium","4.66","1.57","7.3162","45","  10,000.00 ","Standard Master Agreement for Indirect","","USD","15-Apr-2007","29-Apr-2016","10","Executed Agreement"
"240192","Contract_A330","240192","  472,954.50 ","GEBRUDER WEISS SPOL. S R.O. (GEBRUDER WEISS SPOL. S R.O. ( 240192 ))","Cezch Republic","Central Europe","MARKETING AND SALES","MARKETING AND SALES","Sales Storge&Handlng (ISMSR0202)","LowHigh","Low","High","Medium","2.46","3.19","7.8474","90","  500,000.00 ","Standard Master Agreement for Indirect","","USD","01-Nov-2010","01-Nov-2019","10","Executed Agreement"
"130818","Contract_A3300","130818","  78,176.50 ","RENTOKIL INITIAL ITALIA S.P.A. (RENTOKIL INITIAL ITALIA S.P.A. ( 130818 ))","Italy","Western Europe","LOGISTICS AND MANUFACTURING","Facility Management","Pest Control Service (ILMFS0103)","HighLow","High","Low","Medium","3.44","1.14","3.9216","90","  100,000.00 ","Standard Master Agreement for Indirect","","USD","01-Jan-2008","31-Dec-2013","7","Closed"
"216612","Contract_A3301","216612","  19,640.15 ","MEANDER SPORT (MEANDER SPORT ( 216612 ))","Poland","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Prod Equip Service (ILMFS0802)","HighLow","High","Low","Medium","3.28","2.82","9.2496","45","  30,000.00 ","Standard Master Agreement for Indirect","","USD","01-Apr-2014","31-Dec-2016","3","Executed Agreement"
"2940070","Contract_A3302","2940070","  12,922.86 ","LUCHE TECN EM INST ELETRICAS LTDA (LUCHE TECN EM INST ELETRICAS LTDA ( 2940070 ))","Brazil","North America","LOGISTICS AND MANUFACTURING","Facility Management","Building Repair/Svc (ILMFS0803)","LowHigh","Low","High","Medium","1.12","4.46","4.9952","90","  150,000.00 ","Standard Master Agreement for Indirect","","USD","01-Jun-2012","30-Jun-2013","2","Closed"
"237438","Contract_A3303","237438","  38,820.52 ","NCH SLOVAKIA-DIV.CHEMSEARCH (NCH SLOVAKIA-DIV.CHEMSEARCH ( 237438 ))","Slovakia","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Prod Equip Service (ILMFS0802)","HighLow","High","Low","Medium","4.27","1.84","7.8568","45","  50,000.00 ","Standard Master Agreement","","USD","11-Nov-2016","31-Dec-2018","3","Closed-Archived"
"235479","Contract_A3304","235479","  31,298.32 ","GEA GRASSO, UAB (GEA GRASSO, UAB ( 235479 ))","Lithuania","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Prod Equip Service (ILMFS0802)","LowHigh","Low","High","Medium","2.25","3.12","7.02","90","  50,000.00 ","Standard Master Agreement for Indirect","","USD","22-Apr-2014","31-Dec-2016","3","Executed Agreement"
"237493","Contract_A3305","237493","  13,572.70 ","ATC-JR, S.R.O. (ATC-JR, S.R.O. ( 237493 ))","Slovakia","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Catering/Empl Conven (ILMFS0207)","HighLow","High","Low","Medium","3.56","2.63","9.3628","90","  150,000.00 ","Confidentiality Agreement","","USD","02-Feb-2012","31-Dec-2015","4","Executed Agreement"
"237780","Contract_A3306","237780","  15,063.94 ","QUALITY AUDIT SLOVAKIA S.R.O (QUALITY AUDIT SLOVAKIA S.R.O ( 237780 ))","Slovakia","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Elec&Powr Supply M&R (ILMFS0807)","LowLow","Low","Low","Low","2.61","2.81","7.3341","90","  30,000.00 ","Standard Master Agreement for Indirect","","USD","01-Jan-2010","31-Dec-2016","8","Closed"
"237797","Contract_A3307","237797","  12,028.87 ","ETIC ING JAN BALAZ (ETIC ING JAN BALAZ ( 237797 ))","Slovakia","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Prod Equip Service (ILMFS0802)","LowHigh","Low","High","Medium","1.59","4.89","7.7751","45","  150,000.00 ","Standard Master Agreement for Indirect","","USD","01-Jan-2010","31-Mar-2011","2","Executed Agreement"
"274488","Contract_A3308","274488","  30,321.18 ","FLIESENPOOL GMBH (FLIESENPOOL GMBH ( 274488 ))","Austria","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Building Repair/Svc (ILMFS0803)","LowLow","Low","Low","Low","1.34","1.25","1.675","30","  50,000.00 ","Standard Master Agreement for Indirect","","USD","24-Jan-2013","31-Dec-2018","6","Executed Agreement"
"260729","Contract_A3309","260729","  19,487.50 ","MOTOCAR SERVIZ - TERZIEV I UZUNOV (MOTOCAR SERVIZ - TERZIEV I UZUNOV ( 260729 ))","Bulgaria","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Prod Equip Service (ILMFS0802)","LowHigh","Low","High","Medium","2.87","3.62","10.3894","90","  30,000.00 ","Standard Master Agreement for Indirect","","USD","30-Jan-2012","10-Feb-2012","1","Executed Agreement"
"237137","Contract_A331","237137","  1,784,319.21 ","HPS EXPERIENCE KFT. (HPS EXPERIENCE KFT. ( 237137 ))","Hungary","Central Europe","MARKETING AND SALES","MARKETING AND SALES","Ad Prod Costs Other (ISMMS0102)","HighHigh","High","High","High","3.78","3.21","12.1338","90","  5,000,000.00 ","Standard Master Agreement for Indirect","Fixed price with 2% price reduction each year","USD","08-Jan-2014","30-Sep-2019","6","Executed Agreement"
"282664","Contract_A3310","282664","  12,127.88 ","TFB RADOSLAW PIECZKO (TFB RADOSLAW PIECZKO ( 282664 ))","Poland","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Building Repair/Svc (ILMFS0803)","LowHigh","Low","High","Medium","1.94","4.47","8.6718","90","  150,000.00 ","Standard Master Agreement for Indirect","","USD","07-Sep-2010","31-Dec-2011","2","Executed Agreement"
"211645","Contract_A3311","211645","  20,257.15 ","NAPRAWA KONSERWACJA URZÄ„DZEÅƒ ELEKTR KRZYSZTOF KIELAR (NAPRAWA KONSERWACJA URZÄ„DZEÅƒ ELEKTR KRZYSZTOF KIELAR ( 211645 ))","Poland","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Elec&Powr Supply M&R (ILMFS0807)","LowLow","Low","Low","Low","2","1.08","2.16","45","  30,000.00 ","Standard Master Agreement","","USD","26-Feb-2016","28-Feb-2019","4","Closed"
"230915","Contract_A3312","230915","  3,289.08 ","WENA STUDIO REKLAMY (WENA STUDIO REKLAMY ( 230915 ))","Poland","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Office Supplies  (ILMFS1901)","LowLow","Low","Low","Low","2.81","1.9","5.339","45","  10,000.00 ","Standard Master Agreement for Indirect","","USD","11-Feb-2013","11-Feb-2018","6","Executed Agreement"
"220249","Contract_A3313","220249","  5,261.79 ","POLSYSTEM SI SP. Z O.O. (POLSYSTEM SI SP. Z O.O. ( 220249 ))","Poland","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Security Equip & Mat (ILMFS1101)","LowLow","Low","Low","Low","1.71","1.12","1.9152","90","  10,000.00 ","Standard Master Agreement for Indirect","","USD","10-Nov-2006","11-Aug-2011","5","Closed-Archived"
"268253","Contract_A3314","268253","  5,158.86 ","TOP TEAM PLUS (TOP TEAM PLUS ( 268253 ))","Croatia","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Catering/Empl Conven (ILMFS0207)","LowLow","Low","Low","Low","1.65","1.45","2.3925","60","  10,000.00 ","Standard Master Agreement for Indirect","","USD","12-Mar-2014","31-Dec-2017","4","Closed"
"292050","Contract_A3315","292050","  188.04 ","IP KASHITSYN IGOR ALEKSEEVICH (IP KASHITSYN IGOR ALEKSEEVICH ( 292050 ))","Russia","Eastern Europe","LOGISTICS AND MANUFACTURING","Facility Management","Security Services (ILMFS1102)","LowLow","Low","Low","Low","1.85","2.1","3.885","90","  10,000.00 ","Standard Master Agreement for Indirect","","USD","10-Oct-2013","31-Dec-2016","4","Executed Agreement"
"221771","Contract_A3316","221771","  16,900.95 ","TURNBERRY CONSULTING LTD (TURNBERRY CONSULTING LTD ( 221771 ))","UK","Northern Europe","LOGISTICS AND MANUFACTURING","Facility Management","Building Repair/Svc (ILMFS0803)","LowLow","Low","Low","Low","1","2.38","2.38","45","  30,000.00 ","Standard Master Agreement","","USD","01-Jan-2018","31-Dec-2018","1","Closed"
"145456","Contract_A3317","145456","  40,371.88 ","BRAMMER UK LIMITED UNIT 4 (BRAMMER UK LIMITED UNIT 4 ( 145456 ))","UK","Northern Europe","LOGISTICS AND MANUFACTURING","Facility Management","Health & Safty Equip (ILMFS0701)","LowLow","Low","Low","Low","1","2.87","2.87","120","  50,000.00 ","Standard Master Agreement for Indirect","","USD","01-Oct-2009","30-Sep-2010","1","Closed"
"283518","Contract_A3318","283518","  18,037.73 ","FRANK THORNTON HEALTH AND SAFETY SERVICES LTD (FRANK THORNTON HEALTH AND SAFETY SERVICES LTD ( 283518 ))","Ireland","Northern Europe","LOGISTICS AND MANUFACTURING","Facility Management","Prod Equip Service (ILMFS0802)","LowLow","Low","Low","Low","2.43","1.33","3.2319","60","  30,000.00 ","Standard Master Agreement for Indirect","","USD","05-Feb-2013","05-May-2018","6","Executed Agreement"
"290193","Contract_A3319","290193","  83,725.75 ","JACOBS DOUWE EGBERTS ES S L U (JACOBS DOUWE EGBERTS ES S L U ( 290193 ))","Spain","Western Europe","LOGISTICS AND MANUFACTURING","Facility Management","Coffee/Bever/Amenity (ILMFS0201)","HighLow","High","Low","Medium","4.61","2.32","10.6952","45","  100,000.00 ","Standard Master Agreement","","USD","01-Jan-2018","31-Dec-2018","1","Closed-Archived"
